Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Aanya_248,20000,Long-term,Furnished,No,Occasionally,Night Owl
Ishita_194,15000,Long-term,Furnished,No,Occasionally,Day Scholar
Pooja_108,10000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ishita_494,5000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Yash_248,20000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Preeti_58,25000,Short-term,Semi-furnished,No,Yes,Day Scholar
Kabir_323,7000,Short-term,Furnished,No,Occasionally,Night Owl
Rahul_215,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Kabir_287,5000,Long-term,Semi-furnished,No,Yes,Day Scholar
Ishita_117,20000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Krishna_331,20000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Aditya_322,15000,Long-term,Furnished,Occasionally,No,Night Owl
Priya_227,10000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Saanvi_279,12000,Short-term,Furnished,No,Occasionally,Night Owl
Ishita_476,15000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Aditya_424,20000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Preeti_254,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Siddharth_370,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Rohan_254,7000,Short-term,Furnished,No,No,Night Owl
Krishna_158,20000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Preeti_469,25000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ananya_245,7000,Short-term,Furnished,Yes,Yes,Night Owl
Siddharth_235,7000,Long-term,Semi-furnished,No,No,Night Owl
Divya_150,7000,Long-term,Unfurnished,No,Occasionally,Night Owl
Rajesh_459,12000,Short-term,Furnished,Yes,No,Night Owl
Yash_233,15000,Short-term,Furnished,No,Occasionally,Night Owl
Gaurav_106,25000,Long-term,Unfurnished,No,Yes,Night Owl
Tanya_384,7000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Nisha_246,7000,Short-term,Furnished,Yes,No,Night Owl
Priya_367,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Swati_332,7000,Long-term,Furnished,Yes,Yes,Night Owl
Rekha_331,20000,Short-term,Unfurnished,Yes,No,Day Scholar
Sarita_67,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Pooja_315,7000,Long-term,Unfurnished,No,Yes,Day Scholar
Vihaan_199,20000,Long-term,Unfurnished,No,Occasionally,Night Owl
Arjun_465,7000,Short-term,Semi-furnished,No,No,Day Scholar
Rahul_289,5000,Long-term,Unfurnished,No,Yes,Night Owl
Nisha_253,7000,Short-term,Unfurnished,Yes,Yes,Night Owl
Kavya_133,25000,Long-term,Furnished,Yes,Yes,Night Owl
Tanya_143,5000,Long-term,Furnished,No,Occasionally,Night Owl
Rekha_359,20000,Short-term,Furnished,Occasionally,Yes,Night Owl
Aarav_69,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Manish_293,15000,Long-term,Unfurnished,Yes,Yes,Night Owl
Aarav_417,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Yash_90,10000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Gaurav_323,15000,Long-term,Semi-furnished,No,Yes,Day Scholar
Divya_449,15000,Long-term,Furnished,No,No,Night Owl
Vikram_120,5000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Kabir_121,7000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_435,5000,Long-term,Semi-furnished,No,No,Night Owl
Preeti_68,20000,Short-term,Unfurnished,No,Occasionally,Night Owl
Meera_210,5000,Long-term,Furnished,Occasionally,Yes,Night Owl
Krishna_21,12000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Rohan_105,20000,Long-term,Unfurnished,Yes,No,Day Scholar
Pooja_435,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Tanya_354,10000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Vivaan_171,15000,Short-term,Unfurnished,Occasionally,No,Night Owl
Ananya_416,20000,Short-term,Unfurnished,No,No,Night Owl
Neha_98,12000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Aditya_221,25000,Short-term,Unfurnished,Yes,Yes,Night Owl
Rahul_296,12000,Long-term,Furnished,Yes,No,Day Scholar
Tanya_464,12000,Long-term,Furnished,Occasionally,No,Night Owl
Rekha_349,10000,Short-term,Semi-furnished,No,No,Day Scholar
Bhavya_421,25000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Aanya_33,10000,Long-term,Furnished,No,No,Night Owl
Manish_410,12000,Short-term,Unfurnished,No,Yes,Night Owl
Sarita_490,5000,Long-term,Semi-furnished,No,No,Night Owl
Aanya_120,15000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Neha_326,25000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Aniket_9,20000,Short-term,Furnished,No,Yes,Night Owl
Priya_163,20000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Ishita_185,7000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Bhavya_20,20000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Riya_290,15000,Long-term,Unfurnished,No,No,Night Owl
Neha_76,10000,Short-term,Furnished,Occasionally,No,Night Owl
Neha_284,10000,Long-term,Furnished,No,Yes,Day Scholar
Aarav_154,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Kavya_236,12000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Saanvi_14,15000,Short-term,Furnished,Occasionally,No,Night Owl
Vikram_254,7000,Short-term,Furnished,No,Yes,Night Owl
Gaurav_404,7000,Short-term,Semi-furnished,No,Yes,Night Owl
Rajesh_341,7000,Long-term,Furnished,Yes,Yes,Night Owl
Arjun_33,20000,Short-term,Furnished,Yes,Occasionally,Night Owl
Vivaan_112,5000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Kavya_38,12000,Long-term,Furnished,No,Occasionally,Night Owl
Ishita_267,7000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sarita_362,5000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Gaurav_5,20000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Pooja_192,10000,Long-term,Furnished,Occasionally,No,Night Owl
Avni_164,12000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Nisha_443,10000,Short-term,Semi-furnished,Yes,No,Day Scholar
Aniket_378,20000,Long-term,Furnished,Yes,Occasionally,Night Owl
Simran_73,7000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Aryan_458,25000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Siddharth_123,15000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Rekha_99,7000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ananya_61,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Vikram_216,10000,Short-term,Unfurnished,No,Occasionally,Night Owl
Swati_386,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_52,25000,Short-term,Semi-furnished,No,No,Night Owl
Vivaan_276,20000,Short-term,Furnished,No,Occasionally,Night Owl
Nisha_159,12000,Long-term,Unfurnished,No,No,Night Owl
Aryan_348,15000,Short-term,Furnished,No,Yes,Day Scholar
Swati_282,20000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Rajesh_500,10000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Yash_473,10000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Tanya_313,12000,Short-term,Furnished,No,Occasionally,Night Owl
Nisha_363,12000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Vihaan_160,20000,Long-term,Semi-furnished,No,No,Night Owl
Rohan_197,15000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Sarita_119,15000,Long-term,Unfurnished,Yes,Yes,Night Owl
Kavya_391,10000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Avni_390,5000,Long-term,Furnished,Yes,Yes,Day Scholar
Aryan_245,5000,Long-term,Furnished,Occasionally,No,Day Scholar
Kavya_149,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Aryan_94,15000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Gaurav_113,7000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Neha_98,7000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Vihaan_239,5000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Neha_487,20000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Neha_457,5000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Nisha_179,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Avni_144,12000,Long-term,Semi-furnished,No,No,Night Owl
Kabir_299,7000,Short-term,Unfurnished,Yes,No,Night Owl
Simran_207,15000,Short-term,Unfurnished,No,Yes,Night Owl
Nisha_303,20000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Neha_372,15000,Long-term,Unfurnished,No,No,Day Scholar
Pooja_1,5000,Long-term,Furnished,Occasionally,No,Day Scholar
Rohan_189,25000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Siddharth_361,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Kavya_369,10000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Siddharth_316,20000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Vivaan_45,20000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Krishna_69,15000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Krishna_354,7000,Short-term,Furnished,Yes,No,Night Owl
Gaurav_151,10000,Short-term,Furnished,Yes,Occasionally,Night Owl
Rekha_120,12000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Tanya_118,7000,Long-term,Unfurnished,Yes,Yes,Night Owl
Avni_497,25000,Short-term,Unfurnished,No,Yes,Day Scholar
Pooja_477,7000,Short-term,Furnished,Yes,No,Day Scholar
Meera_9,20000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Riya_290,10000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aarav_43,7000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Gaurav_128,15000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Pooja_163,12000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Aditya_494,5000,Long-term,Furnished,No,Yes,Day Scholar
Aanya_350,20000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Saanvi_317,25000,Long-term,Furnished,Yes,Occasionally,Night Owl
Aditya_315,15000,Long-term,Furnished,No,Yes,Day Scholar
Preeti_385,25000,Short-term,Semi-furnished,Yes,No,Day Scholar
Arjun_36,15000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Meera_474,7000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Preeti_215,7000,Long-term,Furnished,Yes,No,Night Owl
Kavya_66,20000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Rohan_39,10000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Preeti_182,7000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Aarav_500,25000,Long-term,Unfurnished,Occasionally,No,Night Owl
Pooja_214,10000,Long-term,Unfurnished,Yes,No,Day Scholar
Gaurav_166,25000,Short-term,Semi-furnished,No,No,Day Scholar
Pallavi_403,7000,Long-term,Furnished,No,No,Day Scholar
Bhavya_70,10000,Long-term,Furnished,Yes,No,Night Owl
Aditya_440,12000,Long-term,Furnished,No,Yes,Day Scholar
Tanya_141,25000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Manish_109,5000,Long-term,Unfurnished,No,No,Night Owl
Divya_237,20000,Long-term,Semi-furnished,No,No,Day Scholar
Nisha_500,5000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Sarita_311,5000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Tanya_144,10000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Bhavya_12,10000,Long-term,Furnished,Yes,Occasionally,Night Owl
Aarav_118,20000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Divya_245,12000,Short-term,Unfurnished,No,Yes,Day Scholar
Aditya_247,25000,Short-term,Furnished,Yes,No,Day Scholar
Aniket_358,5000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Aanya_300,12000,Short-term,Furnished,Occasionally,No,Night Owl
Manish_498,25000,Long-term,Semi-furnished,Yes,No,Day Scholar
Arjun_197,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_226,25000,Long-term,Furnished,No,No,Day Scholar
Ishita_165,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Tanya_110,7000,Short-term,Unfurnished,Yes,Yes,Night Owl
Nisha_229,15000,Long-term,Furnished,No,Occasionally,Night Owl
Rahul_409,7000,Short-term,Furnished,Yes,Yes,Night Owl
Manish_343,15000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Sneha_49,15000,Short-term,Unfurnished,No,No,Day Scholar
Siddharth_474,15000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Vivaan_43,25000,Long-term,Furnished,Yes,No,Day Scholar
Krishna_84,10000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Manish_120,7000,Short-term,Furnished,No,Occasionally,Night Owl
Rajesh_86,15000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Preeti_450,7000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Arjun_411,20000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Krishna_237,12000,Short-term,Unfurnished,No,Yes,Day Scholar
Ishaan_166,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Siddharth_388,25000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Simran_147,7000,Long-term,Furnished,No,Yes,Day Scholar
Avni_9,20000,Long-term,Furnished,Occasionally,Yes,Night Owl
Aryan_422,10000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Vihaan_491,10000,Long-term,Semi-furnished,Yes,No,Day Scholar
Neha_17,20000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Aanya_114,15000,Short-term,Furnished,Yes,No,Day Scholar
Yash_203,20000,Short-term,Furnished,No,Occasionally,Night Owl
Saanvi_307,15000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Aryan_268,12000,Short-term,Furnished,No,Occasionally,Night Owl
Arjun_480,15000,Long-term,Unfurnished,No,Occasionally,Night Owl
Preeti_16,5000,Long-term,Furnished,Yes,Yes,Day Scholar
Rahul_15,20000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Nisha_261,25000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Tanya_275,20000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Krishna_181,5000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Rajesh_228,10000,Long-term,Furnished,No,No,Day Scholar
Arjun_215,25000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Neha_348,12000,Short-term,Unfurnished,No,Yes,Day Scholar
Ishita_194,12000,Short-term,Furnished,No,No,Night Owl
Yash_285,12000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Rahul_309,5000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Kabir_329,5000,Long-term,Unfurnished,No,Yes,Night Owl
Ishaan_395,7000,Short-term,Furnished,No,Yes,Night Owl
Vivaan_1,10000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Krishna_295,7000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Tanya_341,7000,Short-term,Furnished,Occasionally,Yes,Night Owl
Aryan_94,12000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Neha_345,15000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Meera_464,12000,Short-term,Semi-furnished,No,Yes,Night Owl
Rajesh_467,25000,Long-term,Furnished,Yes,Yes,Night Owl
Aryan_241,25000,Long-term,Semi-furnished,No,No,Day Scholar
Gaurav_16,15000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Yash_115,20000,Short-term,Semi-furnished,No,No,Day Scholar
Vihaan_496,15000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Sarita_21,10000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Ishita_380,5000,Short-term,Furnished,No,Occasionally,Day Scholar
Saanvi_486,5000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Pooja_5,12000,Long-term,Unfurnished,No,Yes,Day Scholar
Kavya_371,25000,Long-term,Furnished,No,Yes,Day Scholar
Rahul_450,5000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Vihaan_387,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Vikram_347,15000,Long-term,Semi-furnished,No,Yes,Day Scholar
Rohan_127,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Tanya_186,20000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Sneha_139,25000,Short-term,Furnished,No,Occasionally,Night Owl
Pooja_168,15000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Bhavya_231,5000,Short-term,Unfurnished,No,Occasionally,Night Owl
Bhavya_229,10000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Kavya_419,20000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Saanvi_210,12000,Short-term,Unfurnished,No,No,Day Scholar
Pooja_101,25000,Short-term,Furnished,Yes,Yes,Day Scholar
Aryan_206,5000,Long-term,Furnished,Occasionally,No,Night Owl
Ananya_271,7000,Short-term,Furnished,Occasionally,No,Night Owl
Saanvi_88,7000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Priya_55,7000,Long-term,Unfurnished,No,Yes,Day Scholar
Nisha_74,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Nisha_96,15000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Siddharth_444,25000,Short-term,Furnished,Yes,No,Night Owl
Arjun_106,7000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Aanya_417,10000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Krishna_268,25000,Short-term,Unfurnished,Occasionally,No,Night Owl
Krishna_493,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Rajesh_477,12000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Gaurav_255,20000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Aditya_135,15000,Long-term,Semi-furnished,No,No,Day Scholar
Aanya_106,20000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Aditya_101,5000,Long-term,Furnished,Yes,No,Day Scholar
Arjun_13,12000,Long-term,Unfurnished,Occasionally,No,Night Owl
Nisha_44,12000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Meera_368,12000,Long-term,Furnished,Occasionally,Yes,Night Owl
Rahul_236,10000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Manish_38,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Aditya_448,20000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Gaurav_334,5000,Long-term,Semi-furnished,No,No,Day Scholar
Divya_138,7000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Arjun_427,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Rohan_17,5000,Long-term,Semi-furnished,No,Yes,Night Owl
Kavya_436,5000,Short-term,Furnished,Occasionally,Yes,Night Owl
Priya_143,5000,Short-term,Furnished,No,Yes,Day Scholar
Tanya_474,5000,Short-term,Unfurnished,Occasionally,No,Night Owl
Rahul_325,15000,Long-term,Unfurnished,Occasionally,No,Night Owl
Rahul_420,20000,Long-term,Semi-furnished,No,Yes,Night Owl
Swati_233,15000,Long-term,Unfurnished,No,No,Day Scholar
Arjun_117,12000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Nisha_304,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Gaurav_174,15000,Short-term,Furnished,No,No,Day Scholar
Pooja_420,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Yash_357,10000,Long-term,Semi-furnished,No,No,Day Scholar
Meera_464,7000,Short-term,Furnished,No,Occasionally,Night Owl
Meera_362,12000,Short-term,Furnished,No,Yes,Night Owl
Meera_244,7000,Short-term,Unfurnished,Yes,Yes,Night Owl
Divya_422,10000,Long-term,Semi-furnished,No,Yes,Day Scholar
Riya_481,12000,Long-term,Unfurnished,Yes,Yes,Night Owl
Tanya_286,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Aarav_1,7000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Nisha_249,7000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Rahul_395,10000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Ishaan_137,25000,Long-term,Furnished,No,Yes,Day Scholar
Manish_152,25000,Long-term,Furnished,Occasionally,No,Day Scholar
Siddharth_170,25000,Long-term,Semi-furnished,No,No,Day Scholar
Vihaan_55,12000,Long-term,Furnished,Yes,No,Night Owl
Meera_366,25000,Long-term,Furnished,No,No,Night Owl
Meera_163,12000,Long-term,Furnished,No,Occasionally,Day Scholar
Tanya_316,7000,Long-term,Semi-furnished,No,Yes,Day Scholar
Aryan_381,12000,Long-term,Unfurnished,No,Yes,Day Scholar
Vihaan_411,25000,Long-term,Unfurnished,Yes,No,Day Scholar
Ishaan_163,5000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Rohan_309,10000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Rajesh_420,12000,Long-term,Furnished,Occasionally,No,Day Scholar
Pallavi_80,5000,Short-term,Furnished,Occasionally,No,Night Owl
Gaurav_395,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Kabir_412,5000,Long-term,Furnished,No,Yes,Day Scholar
Aryan_466,5000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Saanvi_72,5000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Arjun_291,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Kabir_267,12000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Arjun_11,7000,Long-term,Furnished,Occasionally,No,Day Scholar
Swati_166,10000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Sneha_193,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Sneha_69,20000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Neha_451,25000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Yash_85,10000,Long-term,Furnished,Occasionally,Yes,Night Owl
Ishita_12,5000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Pallavi_237,10000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Nisha_7,7000,Short-term,Semi-furnished,No,Yes,Night Owl
Sarita_90,20000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Nisha_359,10000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Swati_41,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Rohan_338,7000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Rohan_350,25000,Short-term,Furnished,No,No,Night Owl
Aryan_25,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Vivaan_193,25000,Long-term,Unfurnished,Yes,No,Day Scholar
Vikram_32,12000,Long-term,Unfurnished,Yes,Yes,Night Owl
Siddharth_153,25000,Short-term,Semi-furnished,Yes,No,Day Scholar
Aryan_254,10000,Short-term,Semi-furnished,Yes,No,Night Owl
Swati_426,25000,Long-term,Furnished,No,Occasionally,Night Owl
Meera_164,7000,Short-term,Furnished,Occasionally,No,Night Owl
Saanvi_138,10000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Pooja_367,20000,Short-term,Furnished,Yes,Yes,Day Scholar
Bhavya_432,15000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Kabir_373,15000,Short-term,Furnished,No,Occasionally,Day Scholar
Aanya_421,10000,Long-term,Furnished,Occasionally,Yes,Night Owl
Nisha_381,12000,Short-term,Furnished,No,Occasionally,Night Owl
Pooja_437,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Aryan_414,20000,Long-term,Unfurnished,Yes,Yes,Night Owl
Ishita_399,7000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Ishita_400,20000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Krishna_470,25000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Arjun_155,10000,Long-term,Unfurnished,No,No,Night Owl
Neha_467,12000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Kavya_36,7000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Aditya_71,10000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Divya_256,20000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Gaurav_406,12000,Long-term,Furnished,Yes,No,Day Scholar
Vihaan_183,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Neha_174,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Tanya_323,20000,Long-term,Semi-furnished,No,Yes,Night Owl
Gaurav_453,25000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Gaurav_420,7000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Yash_206,15000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Aniket_17,5000,Long-term,Furnished,No,Occasionally,Night Owl
Riya_282,7000,Long-term,Furnished,No,Occasionally,Night Owl
Vikram_385,25000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Gaurav_437,25000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Manish_397,7000,Short-term,Semi-furnished,Yes,No,Night Owl
Vikram_398,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Meera_152,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Pallavi_61,20000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Pooja_150,12000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Kavya_69,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Kavya_132,20000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Kabir_223,7000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Arjun_369,15000,Long-term,Furnished,Yes,Yes,Day Scholar
Yash_71,5000,Long-term,Furnished,Occasionally,No,Day Scholar
Aditya_216,7000,Short-term,Unfurnished,Occasionally,No,Night Owl
Vivaan_48,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Avni_351,12000,Short-term,Furnished,Occasionally,Yes,Night Owl
Simran_444,10000,Short-term,Semi-furnished,No,Yes,Day Scholar
Ananya_148,10000,Long-term,Unfurnished,No,No,Night Owl
Ishita_127,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Preeti_371,20000,Short-term,Semi-furnished,Yes,No,Day Scholar
Divya_114,5000,Long-term,Furnished,No,Occasionally,Night Owl
Arjun_305,15000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Kabir_259,5000,Long-term,Furnished,No,Yes,Night Owl
Aryan_203,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Ananya_121,7000,Long-term,Semi-furnished,Yes,No,Day Scholar
Kabir_348,10000,Short-term,Furnished,Yes,No,Night Owl
Manish_393,7000,Short-term,Furnished,Yes,Yes,Day Scholar
Yash_43,12000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Rohan_24,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Saanvi_55,25000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Yash_298,25000,Long-term,Unfurnished,Yes,No,Night Owl
