Name,Age,Occupation,Gender,Location,Room Type,Hostel Availability,Rating
Tranquil Residency Lodge,29,Freelancer,Male,Hyderabad,Dormitory,Yes,1
Infinity PG Stay,29,Teacher,Male,Chennai,Single,Yes,5
Urban Habitat Lodge,33,Software Engineer,Male,Mumbai,Dormitory,Yes,4
Harmony Living Inn,33,Artist,Other,Chennai,Dormitory,Yes,4
Comfort Inn Inn,21,Artist,Male,Ahmedabad,Dormitory,Yes,4
Maple PG Lodge,18,Freelancer,Female,Kolkata,Dormitory,No,3
Golden Acres PG Lodge,32,Freelancer,Male,Kolkata,Single,No,2
Smart Stay Lodge,32,Student,Other,Hyderabad,Dormitory,No,2
Pearl Residency Lodge,40,Business Owner,Other,Chennai,Shared,No,3
Comfort Inn Living,27,Teacher,Female,Ahmedabad,Shared,Yes,5
Lotus Living Residency,37,Student,Other,Pune,Single,No,5
Elite Stay Lodge,32,Student,Male,Mumbai,Shared,Yes,3
Happy Homes Lodge,22,Teacher,Female,Chennai,Dormitory,No,1
Pearl Residency Lodge,37,Student,Other,Mumbai,Single,Yes,5
Infinity PG Stay,20,Teacher,Other,Mumbai,Single,Yes,5
The Urban Nest Inn,44,Doctor,Female,Mumbai,Shared,No,5
Sunrise PG Inn,40,Teacher,Other,Bangalore,Shared,Yes,1
Maple PG Living,28,Software Engineer,Female,Chennai,Dormitory,No,1
Greenwood PG Stay,43,Software Engineer,Male,Mumbai,Dormitory,No,4
City Comforts Residency,41,Business Owner,Other,Pune,Single,No,3
Urban Habitat Living,44,Student,Male,Delhi,Dormitory,No,3
Harmony Living Living,40,Doctor,Male,Mumbai,Shared,No,3
Harmony Living Stay,18,Student,Male,Pune,Shared,Yes,4
Lotus Living Stay,28,Software Engineer,Female,Kolkata,Single,No,4
Smart Stay Living,33,Software Engineer,Female,Mumbai,Dormitory,Yes,3
Elite Stay Residency,36,Freelancer,Female,Mumbai,Dormitory,No,3
Elite Stay Lodge,29,Freelancer,Male,Ahmedabad,Shared,Yes,3
Comfort Inn Inn,23,Freelancer,Male,Chennai,Dormitory,No,2
Safe Haven Lodge,40,Doctor,Other,Mumbai,Shared,No,2
City Comforts Residency,43,Freelancer,Male,Bangalore,Single,Yes,2
Safe Haven Inn,20,Student,Other,Hyderabad,Single,No,3
City Comforts Living,34,Software Engineer,Female,Pune,Single,No,2
Maple PG Inn,35,Student,Other,Pune,Dormitory,No,1
Golden Acres PG Inn,21,Business Owner,Female,Chennai,Dormitory,Yes,3
The Urban Nest Living,32,Freelancer,Female,Pune,Dormitory,Yes,2
Golden Acres PG Residency,33,Doctor,Male,Chennai,Dormitory,Yes,4
Happy Homes Inn,29,Software Engineer,Female,Chennai,Shared,Yes,1
Maple PG Residency,39,Student,Female,Hyderabad,Shared,Yes,2
NestAway PG Lodge,41,Business Owner,Other,Bangalore,Shared,Yes,1
Golden Acres PG Living,31,Doctor,Other,Hyderabad,Dormitory,No,1
Comfort Inn Stay,21,Teacher,Other,Chennai,Single,Yes,3
Golden Acres PG Residency,29,Teacher,Male,Chennai,Dormitory,Yes,3
Royal Residency Living,33,Doctor,Female,Pune,Shared,Yes,3
Greenwood PG Lodge,31,Business Owner,Other,Bangalore,Dormitory,Yes,5
Smart Stay Stay,35,Teacher,Female,Kolkata,Shared,Yes,4
Urban Habitat Living,39,Artist,Female,Chennai,Single,Yes,3
Pearl Residency Lodge,22,Doctor,Other,Mumbai,Shared,No,3
Skyline PG Residency,35,Software Engineer,Female,Pune,Dormitory,Yes,3
Serene Stay Residency,19,Artist,Male,Ahmedabad,Single,Yes,4
Comfort Inn Stay,21,Business Owner,Male,Bangalore,Dormitory,Yes,4
Greenwood PG Inn,23,Artist,Other,Bangalore,Shared,No,1
Golden Acres PG Inn,41,Doctor,Female,Hyderabad,Single,Yes,4
NestAway PG Stay,31,Doctor,Female,Pune,Dormitory,No,4
Metro Living Living,35,Student,Female,Mumbai,Shared,No,4
Maple PG Lodge,35,Doctor,Male,Mumbai,Dormitory,No,3
Royal Residency Lodge,35,Artist,Male,Delhi,Single,Yes,5
Pearl Residency Inn,27,Student,Other,Hyderabad,Dormitory,No,2
Smart Stay Inn,30,Artist,Female,Hyderabad,Single,No,5
Infinity PG Inn,35,Software Engineer,Other,Pune,Dormitory,No,4
Happy Homes Stay,37,Artist,Male,Ahmedabad,Shared,No,1
City Comforts Residency,38,Freelancer,Other,Chennai,Shared,No,2
Harmony Living Stay,39,Freelancer,Female,Pune,Dormitory,No,1
NestAway PG Residency,24,Teacher,Male,Bangalore,Dormitory,Yes,4
Royal Residency Lodge,36,Artist,Other,Chennai,Shared,No,5
Happy Homes Residency,45,Software Engineer,Female,Pune,Single,No,4
Skyline PG Living,41,Software Engineer,Other,Ahmedabad,Dormitory,No,1
City Comforts Residency,33,Doctor,Male,Mumbai,Dormitory,Yes,3
Golden Acres PG Inn,21,Business Owner,Other,Mumbai,Dormitory,Yes,1
Infinity PG Residency,44,Software Engineer,Male,Mumbai,Shared,No,2
Skyline PG Stay,21,Artist,Other,Bangalore,Single,Yes,2
Pearl Residency Inn,20,Teacher,Female,Mumbai,Single,Yes,1
City Comforts Residency,36,Software Engineer,Female,Ahmedabad,Shared,No,2
Elite Stay Residency,42,Artist,Male,Ahmedabad,Dormitory,No,5
Safe Haven Living,32,Freelancer,Male,Mumbai,Dormitory,No,4
Smart Stay Living,37,Doctor,Other,Ahmedabad,Dormitory,Yes,1
Serene Stay Stay,45,Teacher,Other,Ahmedabad,Dormitory,No,5
Golden Acres PG Residency,30,Student,Female,Pune,Shared,Yes,2
Metro Living Lodge,41,Teacher,Female,Hyderabad,Dormitory,Yes,5
Smart Stay Lodge,26,Business Owner,Other,Ahmedabad,Dormitory,Yes,3
NestAway PG Inn,30,Teacher,Other,Hyderabad,Single,Yes,1
Greenwood PG Lodge,38,Artist,Other,Hyderabad,Single,Yes,5
Skyline PG Lodge,38,Teacher,Male,Delhi,Single,Yes,3
Maple PG Residency,39,Freelancer,Male,Pune,Shared,Yes,4
Maple PG Living,39,Teacher,Female,Pune,Dormitory,Yes,3
Tranquil Residency Residency,26,Business Owner,Male,Ahmedabad,Single,No,2
Elite Stay Residency,34,Freelancer,Other,Mumbai,Shared,No,5
Comfort Inn Living,19,Artist,Other,Ahmedabad,Dormitory,No,3
Elite Stay Stay,34,Artist,Female,Pune,Dormitory,No,2
The Urban Nest Residency,38,Freelancer,Male,Pune,Single,No,5
Safe Haven Inn,26,Teacher,Female,Bangalore,Dormitory,Yes,5
Comfort Inn Inn,39,Freelancer,Male,Bangalore,Shared,Yes,2
Pearl Residency Living,33,Teacher,Female,Bangalore,Dormitory,Yes,1
Golden Acres PG Residency,24,Student,Female,Pune,Shared,Yes,5
The Urban Nest Residency,45,Teacher,Female,Delhi,Single,Yes,4
Golden Acres PG Living,41,Student,Other,Ahmedabad,Single,Yes,4
Lotus Living Stay,37,Teacher,Female,Pune,Single,Yes,5
Maple PG Residency,40,Teacher,Female,Ahmedabad,Single,Yes,1
Serene Stay Living,33,Software Engineer,Other,Ahmedabad,Single,Yes,5
Comfort Inn Inn,44,Software Engineer,Other,Pune,Dormitory,No,4
Sunrise PG Inn,41,Freelancer,Female,Ahmedabad,Shared,Yes,1
NestAway PG Residency,37,Artist,Female,Delhi,Dormitory,Yes,3
Greenwood PG Stay,41,Freelancer,Female,Delhi,Dormitory,Yes,4
Smart Stay Inn,36,Artist,Other,Pune,Shared,No,2
Sunrise PG Residency,26,Business Owner,Male,Ahmedabad,Single,Yes,4
Elite Stay Stay,27,Software Engineer,Female,Chennai,Single,Yes,3
Comfort Inn Inn,27,Doctor,Male,Bangalore,Single,Yes,3
Maple PG Living,19,Business Owner,Male,Chennai,Single,Yes,3
Royal Residency Stay,29,Freelancer,Other,Pune,Dormitory,No,1
Golden Acres PG Inn,37,Software Engineer,Other,Pune,Dormitory,Yes,2
Tranquil Residency Residency,40,Freelancer,Female,Kolkata,Single,No,4
The Urban Nest Inn,20,Software Engineer,Female,Delhi,Shared,Yes,4
Elite Stay Stay,24,Student,Male,Mumbai,Single,No,5
Serene Stay Residency,24,Doctor,Male,Chennai,Dormitory,Yes,1
Golden Acres PG Stay,38,Student,Male,Bangalore,Single,Yes,4
Harmony Living Lodge,20,Software Engineer,Other,Delhi,Single,Yes,1
Cozy Nest Inn,21,Doctor,Male,Bangalore,Dormitory,No,3
Infinity PG Stay,23,Teacher,Female,Delhi,Dormitory,No,1
Maple PG Lodge,27,Artist,Female,Bangalore,Dormitory,No,2
Golden Acres PG Lodge,26,Business Owner,Male,Pune,Dormitory,Yes,5
Sunrise PG Residency,40,Freelancer,Female,Delhi,Single,Yes,2
Happy Homes Residency,24,Student,Female,Delhi,Single,No,2
Comfort Inn Residency,30,Doctor,Female,Bangalore,Shared,Yes,4
The Urban Nest Stay,29,Student,Other,Bangalore,Single,Yes,5
Sunrise PG Stay,39,Doctor,Other,Pune,Dormitory,Yes,2
Smart Stay Inn,42,Freelancer,Other,Kolkata,Dormitory,No,4
Comfort Inn Inn,28,Freelancer,Other,Kolkata,Dormitory,Yes,3
Tranquil Residency Stay,39,Artist,Female,Chennai,Single,Yes,3
Lotus Living Stay,18,Doctor,Other,Delhi,Shared,Yes,4
Skyline PG Lodge,18,Student,Other,Delhi,Dormitory,Yes,4
Royal Residency Stay,27,Business Owner,Female,Hyderabad,Single,No,5
Skyline PG Living,45,Artist,Male,Kolkata,Dormitory,No,1
Golden Acres PG Stay,45,Student,Male,Chennai,Dormitory,Yes,1
Elite Stay Inn,18,Teacher,Other,Mumbai,Shared,No,1
Urban Habitat Residency,32,Software Engineer,Other,Delhi,Single,No,3
Metro Living Inn,28,Doctor,Male,Bangalore,Dormitory,No,4
City Comforts Inn,34,Student,Male,Pune,Single,Yes,1
Comfort Inn Inn,20,Student,Female,Mumbai,Single,Yes,2
Safe Haven Lodge,25,Student,Male,Ahmedabad,Dormitory,Yes,1
Safe Haven Lodge,35,Artist,Male,Hyderabad,Dormitory,Yes,2
NestAway PG Residency,36,Doctor,Male,Mumbai,Single,No,3
Metro Living Inn,31,Business Owner,Male,Ahmedabad,Single,Yes,2
Smart Stay Living,36,Freelancer,Other,Pune,Single,No,1
Cozy Nest Stay,25,Doctor,Male,Delhi,Shared,Yes,4
City Comforts Living,31,Business Owner,Other,Bangalore,Shared,Yes,2
City Comforts Living,22,Business Owner,Other,Hyderabad,Shared,Yes,4
Greenwood PG Residency,21,Software Engineer,Other,Ahmedabad,Dormitory,No,3
Lotus Living Stay,24,Student,Male,Mumbai,Dormitory,No,4
Urban Habitat Stay,20,Freelancer,Other,Delhi,Shared,Yes,5
Tranquil Residency Residency,29,Student,Other,Delhi,Dormitory,No,4
Smart Stay Inn,27,Artist,Female,Mumbai,Shared,No,2
Skyline PG Inn,21,Business Owner,Other,Bangalore,Single,Yes,4
Harmony Living Stay,20,Software Engineer,Female,Bangalore,Dormitory,No,4
Pearl Residency Living,22,Freelancer,Female,Ahmedabad,Dormitory,Yes,3
Skyline PG Stay,19,Student,Male,Pune,Shared,No,3
Metro Living Living,37,Teacher,Male,Delhi,Single,Yes,2
Happy Homes Living,34,Student,Other,Mumbai,Single,Yes,3
Pearl Residency Lodge,37,Teacher,Other,Delhi,Single,Yes,2
Greenwood PG Lodge,23,Software Engineer,Other,Delhi,Single,Yes,1
Maple PG Residency,36,Freelancer,Female,Kolkata,Dormitory,Yes,5
Greenwood PG Inn,43,Artist,Male,Bangalore,Dormitory,No,5
Urban Habitat Lodge,42,Software Engineer,Male,Bangalore,Dormitory,Yes,4
Metro Living Residency,41,Artist,Other,Hyderabad,Single,No,2
The Urban Nest Living,27,Artist,Male,Hyderabad,Single,Yes,1
Comfort Inn Residency,43,Doctor,Female,Delhi,Dormitory,Yes,4
Tranquil Residency Stay,41,Freelancer,Female,Mumbai,Single,No,4
Urban Habitat Inn,19,Teacher,Female,Delhi,Dormitory,Yes,2
The Urban Nest Lodge,22,Software Engineer,Male,Chennai,Single,Yes,5
Cozy Nest Inn,20,Freelancer,Female,Ahmedabad,Dormitory,No,3
Infinity PG Lodge,19,Artist,Female,Delhi,Shared,No,2
Greenwood PG Residency,43,Freelancer,Male,Pune,Dormitory,Yes,1
Lotus Living Inn,31,Student,Other,Pune,Shared,No,3
City Comforts Lodge,24,Software Engineer,Other,Delhi,Shared,Yes,4
Urban Habitat Stay,39,Business Owner,Female,Pune,Shared,Yes,3
Sunrise PG Stay,19,Software Engineer,Male,Delhi,Shared,Yes,5
Infinity PG Lodge,38,Student,Other,Chennai,Shared,No,5
Metro Living Lodge,36,Software Engineer,Other,Mumbai,Shared,Yes,5
City Comforts Stay,29,Teacher,Male,Delhi,Shared,No,5
Cozy Nest Living,28,Teacher,Other,Delhi,Single,No,3
Golden Acres PG Inn,23,Teacher,Other,Delhi,Shared,Yes,4
The Urban Nest Lodge,42,Freelancer,Other,Delhi,Dormitory,Yes,2
Blue Sky PG Living,29,Software Engineer,Other,Pune,Shared,Yes,5
Infinity PG Inn,21,Artist,Male,Hyderabad,Shared,No,4
Lotus Living Living,40,Student,Female,Kolkata,Dormitory,No,1
NestAway PG Lodge,34,Teacher,Male,Delhi,Dormitory,No,5
Elite Stay Living,25,Artist,Other,Mumbai,Single,Yes,5
Pearl Residency Lodge,21,Business Owner,Other,Mumbai,Single,Yes,4
Elite Stay Stay,31,Business Owner,Female,Pune,Shared,No,4
Blue Sky PG Inn,44,Freelancer,Female,Delhi,Dormitory,Yes,3
Tranquil Residency Stay,36,Student,Male,Chennai,Dormitory,Yes,4
Greenwood PG Inn,37,Business Owner,Male,Delhi,Dormitory,No,4
Lotus Living Living,34,Teacher,Other,Kolkata,Single,No,5
Harmony Living Lodge,31,Teacher,Male,Chennai,Single,Yes,2
Happy Homes Living,35,Freelancer,Female,Mumbai,Dormitory,No,1
NestAway PG Stay,25,Student,Other,Delhi,Dormitory,Yes,1
Sunrise PG Lodge,25,Freelancer,Female,Pune,Single,No,2
Lotus Living Stay,27,Business Owner,Female,Kolkata,Single,No,2
The Urban Nest Stay,39,Doctor,Female,Kolkata,Single,No,2
Tranquil Residency Living,39,Software Engineer,Other,Hyderabad,Single,No,1
Infinity PG Residency,39,Artist,Other,Mumbai,Dormitory,Yes,5
Harmony Living Inn,22,Software Engineer,Male,Delhi,Single,No,5
Comfort Inn Inn,25,Software Engineer,Female,Ahmedabad,Single,Yes,2
Sunrise PG Stay,39,Software Engineer,Male,Ahmedabad,Dormitory,Yes,2
Infinity PG Stay,30,Business Owner,Female,Chennai,Single,Yes,3
Greenwood PG Living,40,Business Owner,Female,Pune,Single,Yes,2
Tranquil Residency Living,30,Business Owner,Male,Delhi,Shared,No,3
Smart Stay Inn,22,Business Owner,Male,Kolkata,Shared,No,3
The Urban Nest Living,25,Student,Female,Pune,Single,No,3
Safe Haven Stay,33,Software Engineer,Female,Bangalore,Shared,Yes,4
Tranquil Residency Living,45,Software Engineer,Other,Mumbai,Shared,No,5
Blue Sky PG Lodge,37,Student,Male,Delhi,Shared,No,5
Smart Stay Stay,42,Business Owner,Female,Delhi,Dormitory,No,2
Sunrise PG Lodge,18,Teacher,Male,Hyderabad,Shared,Yes,1
Infinity PG Stay,25,Teacher,Female,Delhi,Single,Yes,3
Skyline PG Living,19,Doctor,Other,Ahmedabad,Shared,Yes,4
Pearl Residency Inn,21,Software Engineer,Male,Ahmedabad,Shared,No,1
Skyline PG Living,25,Teacher,Female,Hyderabad,Dormitory,No,1
Skyline PG Residency,31,Artist,Male,Pune,Shared,No,4
City Comforts Inn,23,Freelancer,Female,Kolkata,Single,No,2
City Comforts Stay,34,Doctor,Male,Kolkata,Shared,Yes,2
Infinity PG Lodge,27,Business Owner,Female,Kolkata,Dormitory,No,3
Urban Habitat Living,27,Software Engineer,Male,Kolkata,Single,Yes,4
Skyline PG Living,20,Software Engineer,Female,Kolkata,Shared,Yes,5
Serene Stay Stay,26,Business Owner,Male,Ahmedabad,Shared,No,5
Tranquil Residency Inn,22,Software Engineer,Male,Kolkata,Shared,No,1
Happy Homes Living,38,Student,Other,Kolkata,Shared,Yes,4
Serene Stay Stay,45,Freelancer,Male,Chennai,Single,Yes,1
Comfort Inn Living,24,Business Owner,Female,Bangalore,Single,No,4
Elite Stay Living,27,Freelancer,Other,Mumbai,Single,No,3
Greenwood PG Living,20,Freelancer,Female,Chennai,Dormitory,Yes,1
Happy Homes Lodge,25,Teacher,Other,Pune,Dormitory,Yes,3
Safe Haven Inn,40,Artist,Other,Ahmedabad,Single,No,4
Urban Habitat Stay,45,Freelancer,Female,Delhi,Dormitory,Yes,5
Lotus Living Inn,31,Doctor,Female,Chennai,Single,No,1
Safe Haven Residency,22,Teacher,Female,Mumbai,Dormitory,Yes,1
Cozy Nest Inn,20,Student,Male,Bangalore,Shared,No,5
The Urban Nest Inn,23,Freelancer,Female,Chennai,Single,Yes,1
Metro Living Lodge,32,Teacher,Other,Pune,Dormitory,No,4
City Comforts Stay,26,Doctor,Female,Ahmedabad,Shared,No,4
Royal Residency Inn,33,Freelancer,Female,Hyderabad,Dormitory,No,2
Harmony Living Residency,45,Software Engineer,Male,Hyderabad,Single,No,3
Comfort Inn Stay,27,Doctor,Male,Kolkata,Single,Yes,2
Safe Haven Stay,29,Artist,Other,Bangalore,Shared,Yes,4
City Comforts Residency,38,Doctor,Male,Pune,Dormitory,No,3
NestAway PG Residency,18,Teacher,Male,Mumbai,Shared,Yes,4
NestAway PG Lodge,21,Teacher,Other,Kolkata,Dormitory,No,1
Elite Stay Living,29,Software Engineer,Female,Kolkata,Shared,Yes,1
City Comforts Living,39,Teacher,Male,Ahmedabad,Single,Yes,1
NestAway PG Residency,35,Student,Male,Kolkata,Dormitory,No,2
Safe Haven Stay,45,Artist,Female,Mumbai,Shared,No,4
Happy Homes Residency,24,Student,Female,Kolkata,Shared,No,4
The Urban Nest Lodge,43,Student,Male,Delhi,Dormitory,No,2
The Urban Nest Living,25,Teacher,Female,Chennai,Dormitory,No,5
Skyline PG Stay,25,Doctor,Male,Mumbai,Single,Yes,5
Safe Haven Stay,29,Freelancer,Male,Kolkata,Single,Yes,1
Smart Stay Living,42,Student,Male,Ahmedabad,Dormitory,No,5
Harmony Living Inn,19,Freelancer,Other,Chennai,Dormitory,No,4
NestAway PG Stay,21,Freelancer,Female,Delhi,Shared,No,2
The Urban Nest Residency,36,Teacher,Female,Mumbai,Single,Yes,2
Golden Acres PG Stay,35,Teacher,Male,Bangalore,Dormitory,No,4
Elite Stay Inn,38,Artist,Male,Bangalore,Shared,Yes,5
Cozy Nest Stay,23,Doctor,Other,Chennai,Single,No,1
Pearl Residency Inn,32,Student,Other,Chennai,Dormitory,No,4
Golden Acres PG Lodge,24,Freelancer,Female,Hyderabad,Dormitory,Yes,4
City Comforts Living,26,Doctor,Male,Delhi,Shared,No,4
Cozy Nest Residency,27,Teacher,Female,Kolkata,Dormitory,Yes,5
Cozy Nest Residency,32,Teacher,Female,Ahmedabad,Shared,Yes,4
Comfort Inn Inn,37,Student,Female,Mumbai,Single,Yes,2
Happy Homes Residency,40,Student,Female,Mumbai,Single,Yes,5
Smart Stay Residency,37,Doctor,Other,Mumbai,Single,Yes,2
Elite Stay Living,39,Freelancer,Other,Mumbai,Shared,No,1
Royal Residency Stay,40,Doctor,Male,Mumbai,Dormitory,No,4
NestAway PG Residency,22,Artist,Male,Bangalore,Single,No,4
Serene Stay Residency,20,Student,Other,Delhi,Shared,Yes,4
Royal Residency Living,33,Doctor,Other,Bangalore,Single,No,3
Comfort Inn Stay,25,Business Owner,Other,Kolkata,Dormitory,Yes,2
Metro Living Stay,36,Teacher,Male,Ahmedabad,Single,No,3
Infinity PG Lodge,28,Artist,Female,Kolkata,Shared,No,2
Maple PG Stay,21,Student,Other,Hyderabad,Single,Yes,3
Urban Habitat Inn,38,Student,Other,Mumbai,Dormitory,No,1
Harmony Living Lodge,45,Software Engineer,Other,Ahmedabad,Dormitory,Yes,1
NestAway PG Living,26,Freelancer,Female,Bangalore,Shared,No,5
Metro Living Stay,34,Student,Male,Hyderabad,Shared,Yes,5
Pearl Residency Lodge,41,Student,Female,Chennai,Single,Yes,2
Pearl Residency Inn,42,Student,Female,Ahmedabad,Dormitory,No,4
Maple PG Stay,35,Artist,Male,Ahmedabad,Dormitory,Yes,3
Sunrise PG Residency,20,Student,Other,Kolkata,Single,Yes,1
Golden Acres PG Lodge,37,Software Engineer,Male,Delhi,Single,Yes,1
Elite Stay Lodge,31,Doctor,Male,Chennai,Shared,Yes,5
Golden Acres PG Stay,25,Freelancer,Other,Ahmedabad,Shared,Yes,4
Lotus Living Lodge,22,Teacher,Female,Hyderabad,Dormitory,No,1
Serene Stay Living,27,Freelancer,Male,Mumbai,Single,No,4
NestAway PG Living,41,Teacher,Other,Bangalore,Dormitory,No,5
Urban Habitat Residency,44,Doctor,Female,Ahmedabad,Single,No,4
Urban Habitat Inn,18,Student,Other,Pune,Dormitory,Yes,2
Metro Living Lodge,18,Business Owner,Male,Bangalore,Dormitory,No,2
Lotus Living Stay,42,Teacher,Male,Ahmedabad,Dormitory,Yes,4
The Urban Nest Living,33,Software Engineer,Female,Mumbai,Dormitory,Yes,4
Urban Habitat Living,32,Freelancer,Female,Kolkata,Single,No,1
City Comforts Lodge,38,Business Owner,Female,Kolkata,Dormitory,Yes,4
Happy Homes Inn,40,Student,Other,Chennai,Dormitory,No,5
Happy Homes Lodge,42,Doctor,Male,Bangalore,Single,Yes,4
Greenwood PG Living,34,Software Engineer,Male,Mumbai,Dormitory,Yes,3
Cozy Nest Lodge,25,Business Owner,Male,Kolkata,Single,Yes,5
Harmony Living Stay,32,Student,Other,Mumbai,Shared,Yes,4
Royal Residency Residency,42,Teacher,Female,Bangalore,Shared,No,4
Royal Residency Living,39,Student,Female,Hyderabad,Single,Yes,1
Serene Stay Inn,26,Freelancer,Other,Mumbai,Single,No,4
Cozy Nest Residency,36,Teacher,Female,Delhi,Shared,Yes,1
Smart Stay Stay,44,Student,Other,Pune,Single,Yes,5
The Urban Nest Living,36,Software Engineer,Other,Kolkata,Single,No,2
Pearl Residency Lodge,30,Artist,Female,Mumbai,Dormitory,Yes,5
Sunrise PG Lodge,22,Artist,Other,Mumbai,Shared,No,3
Urban Habitat Lodge,39,Teacher,Female,Kolkata,Single,Yes,1
Blue Sky PG Living,37,Business Owner,Other,Delhi,Single,Yes,5
Pearl Residency Residency,38,Doctor,Female,Kolkata,Shared,Yes,5
Lotus Living Living,35,Software Engineer,Other,Kolkata,Single,Yes,2
Happy Homes Inn,35,Freelancer,Other,Delhi,Shared,No,3
Pearl Residency Inn,31,Student,Other,Delhi,Dormitory,No,5
Harmony Living,25,Freelancer,Female,Hyderabad,Shared,Yes,2
Lotus Living Lodge,28,Software Engineer,Male,Bangalore,Single,No,5
Metro Living Stay,45,Doctor,Female,Ahmedabad,Dormitory,Yes,2
Sunrise PG Stay,33,Artist,Male,Pune,Single,Yes,1
City Comforts Living,34,Freelancer,Male,Delhi,Dormitory,Yes,2
Safe Haven Lodge,18,Software Engineer,Male,Pune,Shared,Yes,5
Golden Acres PG Lodge,36,Freelancer,Female,Kolkata,Shared,Yes,5
Greenwood PG Residency,44,Business Owner,Other,Bangalore,Single,No,5
Harmony Living Lodge,41,Artist,Other,Kolkata,Dormitory,No,3
Royal Residency Residency,23,Teacher,Female,Ahmedabad,Dormitory,Yes,4
Happy Homes Residency,42,Teacher,Male,Hyderabad,Dormitory,Yes,2
Maple PG Inn,37,Teacher,Other,Ahmedabad,Single,Yes,4
Pearl Residency Inn,37,Student,Female,Delhi,Dormitory,Yes,5
Skyline PG Residency,28,Student,Other,Ahmedabad,Single,No,4
Safe Haven Living,22,Business Owner,Male,Mumbai,Dormitory,Yes,3
Comfort Inn Living,21,Artist,Female,Mumbai,Single,Yes,1
Serene Stay Living,20,Software Engineer,Female,Kolkata,Shared,Yes,5
Golden Acres PG Stay,38,Teacher,Female,Pune,Single,Yes,2
Royal Residency Residency,27,Student,Other,Pune,Dormitory,No,2
Smart Stay Inn,34,Artist,Other,Bangalore,Dormitory,Yes,1
Urban Habitat Residency,25,Teacher,Other,Pune,Single,Yes,4
Elite Stay Living,18,Business Owner,Female,Pune,Single,No,5
Metro Living Lodge,24,Student,Other,Ahmedabad,Shared,Yes,1
Serene Stay Lodge,33,Software Engineer,Female,Delhi,Dormitory,Yes,5
Blue Sky PG Residency,35,Business Owner,Male,Delhi,Dormitory,Yes,3
Greenwood PG Stay,34,Freelancer,Female,Kolkata,Single,Yes,4
Serene Stay Inn,25,Doctor,Male,Delhi,Dormitory,No,3
NestAway PG Lodge,23,Teacher,Female,Mumbai,Single,Yes,5
Pearl Residency Stay,30,Software Engineer,Other,Delhi,Dormitory,No,2
Infinity PG Lodge,30,Student,Female,Bangalore,Single,No,3
Pearl Residency Stay,45,Business Owner,Female,Delhi,Single,No,3
Elite Stay Stay,20,Freelancer,Female,Bangalore,Dormitory,No,1
Urban Habitat Residency,21,Student,Male,Mumbai,Shared,Yes,1
Happy Homes Inn,34,Artist,Female,Mumbai,Shared,Yes,2
Lotus Living Residency,18,Artist,Female,Mumbai,Dormitory,No,1
Maple PG Living,27,Student,Other,Hyderabad,Single,No,4
Blue Sky PG Lodge,23,Business Owner,Male,Ahmedabad,Single,No,1
Blue Sky PG Inn,43,Software Engineer,Female,Ahmedabad,Shared,Yes,1
Pearl Residency Living,45,Business Owner,Male,Hyderabad,Dormitory,No,4
The Urban Nest Lodge,32,Software Engineer,Female,Pune,Single,Yes,3
Metro Living Living,22,Doctor,Male,Delhi,Single,No,4
Serene Stay Living,24,Doctor,Male,Hyderabad,Shared,Yes,1
Skyline PG Lodge,36,Student,Female,Ahmedabad,Shared,No,2
Skyline PG Living,26,Business Owner,Other,Ahmedabad,Single,Yes,3
Maple PG Lodge,30,Software Engineer,Male,Mumbai,Shared,No,4
Happy Homes Living,18,Software Engineer,Female,Pune,Shared,Yes,4
Elite Stay Lodge,36,Artist,Other,Mumbai,Dormitory,No,2
Maple PG Lodge,42,Artist,Other,Ahmedabad,Shared,No,2
City Comforts Inn,18,Student,Female,Pune,Shared,No,3
Greenwood PG Inn,43,Artist,Male,Delhi,Single,Yes,5
Urban Habitat Residency,30,Business Owner,Male,Mumbai,Shared,No,2
Lotus Living Stay,28,Doctor,Male,Chennai,Single,Yes,3
Urban Habitat Stay,24,Teacher,Male,Ahmedabad,Shared,Yes,1
Elite Stay Stay,21,Software Engineer,Female,Delhi,Shared,No,4
Lotus Living Stay,31,Doctor,Female,Chennai,Shared,Yes,3
Metro Living Stay,30,Freelancer,Female,Chennai,Dormitory,No,1
The Urban Nest Inn,38,Freelancer,Female,Delhi,Dormitory,Yes,3
NestAway PG Residency,36,Freelancer,Other,Hyderabad,Single,No,2
Comfort Inn Inn,34,Teacher,Female,Hyderabad,Shared,No,5
Sunrise PG Residency,33,Student,Other,Mumbai,Shared,Yes,1
Cozy Nest Inn,23,Freelancer,Other,Pune,Dormitory,No,3
Elite Stay Residency,26,Software Engineer,Male,Mumbai,Shared,No,5
Greenwood PG Living,27,Business Owner,Female,Hyderabad,Dormitory,No,2
Metro Living Stay,41,Teacher,Female,Bangalore,Shared,No,3
Maple PG Inn,34,Teacher,Other,Delhi,Dormitory,No,3
Elite Stay Inn,28,Student,Female,Chennai,Shared,No,3
Metro Living Stay,38,Business Owner,Male,Ahmedabad,Single,No,3
Skyline PG Living,37,Artist,Other,Pune,Shared,Yes,4
Sunrise PG Lodge,44,Artist,Other,Hyderabad,Single,Yes,2
Royal Residency Living,38,Business Owner,Male,Mumbai,Shared,No,1
Cozy Nest Inn,27,Artist,Male,Kolkata,Dormitory,No,3
Golden Acres PG Inn,28,Student,Female,Mumbai,Dormitory,Yes,2
